;id;Target;total_score;age_score;sex_score
1461;2348;1;0.15;0.1;0.0
1462;1626;0;0.55;0.4;0.05
1463;1792;0;0.0;0.05;0.1
1464;2084;0;0.6;0.3;0.7
1465;2439;0;0.6;0.6;0.6
1466;63;1;0.3;0.1;0.0
1467;941;0;0.95;0.55;0.7
1468;4718;0;0.7;0.25;0.95
1469;245;0;0.3;0.05;0.0
1470;1166;0;0.55;0.65;0.75
1471;1499;0;0.0;0.1;0.1
1472;2057;0;0.2;0.75;0.45
1473;3967;0;0.15;0.15;0.25
1474;634;0;0.0;0.45;0.85
1475;955;0;0.3;0.1;0.45
1476;4239;0;0.0;0.25;0.1
1477;4534;0;0.3;0.9;0.9
1478;273;0;0.7;0.5;0.4
1479;693;0;0.55;0.7;0.35
1480;3990;0;0.45;0.35;0.05
1481;854;0;0.0;0.0;0.85
1482;1479;0;0.5;0.5;0.35
1483;1816;0;0.55;0.45;0.15
1484;682;1;0.5;0.25;0.8
1485;214;0;0.4;0.55;0.5
1486;2361;0;0.45;0.4;0.55
1487;3653;0;0.4;0.0;0.5
1488;2467;0;0.0;0.0;0.0
1489;4617;0;0.0;0.65;0.15
1490;3127;1;0.85;0.8;0.75
1491;4531;0;0.3;0.25;0.3
1492;587;0;0.5;0.2;0.5
1493;3631;0;0.0;0.1;0.1
1494;1820;1;0.7;0.7;0.65
1495;488;0;0.15;0.5;0.05
1496;4745;0;0.3;0.5;0.05
1497;1706;0;0.9;0.55;0.9
1498;4225;0;0.3;0.45;0.0
1499;783;0;0.7;0.9;0.6
1500;4470;0;0.0;0.0;0.75
1501;3528;0;0.2;0.65;0.4
1502;2266;0;0.0;0.3;0.55
1503;3932;0;0.8;0.6;0.8
1504;971;0;0.5;0.45;0.85
1505;2280;0;0.15;0.4;0.15
1506;2634;0;0.0;0.65;0.75
1507;3184;0;0.3;0.1;0.25
1508;1225;0;0.7;0.9;0.65
1509;1497;0;0.0;0.35;0.05
1510;3763;0;0.5;0.0;0.1
1511;485;0;0.0;0.15;0.2
1512;1988;0;0.15;0.2;0.2
1513;3605;0;0.2;0.7;0.2
1514;4946;0;0.55;0.5;0.15
1515;3175;0;0.95;0.45;0.8
1516;1221;0;0.0;0.15;0.05
1517;3228;0;0.15;0.4;0.25
1518;3492;0;0.45;0.15;0.5
1519;1102;0;0.0;0.05;0.65
1520;1851;0;0.45;0.8;0.3
1521;3756;0;0.0;0.95;0.4
1522;491;0;0.5;0.15;0.1
1523;2699;1;0.5;0.25;0.2
1524;1952;0;0.0;0.55;0.2
1525;695;0;0.7;0.2;0.7
1526;1959;0;0.85;0.7;0.75
1527;3412;0;0.7;0.4;0.3
1528;462;0;0.7;0.0;0.75
1529;4084;0;0.3;0.0;0.0
1530;4564;0;0.5;0.2;0.35
1531;1369;0;0.2;0.15;0.3
1532;3517;0;0.3;0.8;0.1
1533;4592;0;0.6;0.9;0.8
1534;3414;0;0.7;0.2;0.7
1535;3748;0;0.0;0.15;0.45
1536;3238;0;0.0;0.2;0.15
1537;3668;0;0.6;0.45;0.15
1538;4981;0;0.3;0.15;0.05
1539;3054;0;0.2;0.15;0.0
1540;1469;0;0.4;0.15;0.2
1541;761;0;0.3;0.05;0.15
1542;1289;0;0.55;0.0;0.15
1543;1821;0;0.3;0.1;0.2
1544;4967;0;0.3;0.0;0.15
1545;4993;0;0.3;0.55;0.65
1546;2847;0;0.9;0.7;0.85
1547;213;0;0.4;0.75;0.45
1548;3353;0;0.4;0.9;0.9
1549;3276;0;0.55;0.15;0.45
1550;3989;0;0.0;0.0;0.6
1551;3714;0;0.85;0.55;0.05
1552;3947;0;0.55;0.5;0.85
1553;1276;0;0.0;0.4;0.8
1554;1417;0;0.15;0.25;0.9
1555;3125;0;0.0;0.0;0.35
1556;1377;0;0.3;0.05;0.85
1557;646;0;0.95;0.75;0.4
1558;3242;0;0.3;0.6;0.9
1559;100;0;0.15;0.2;0.4
1560;1791;0;0.0;0.75;0.1
1561;2332;0;0.0;0.05;0.15
1562;870;1;0.0;0.0;0.5
1563;3700;0;0.15;0.15;0.35
1564;3157;1;0.4;0.85;0.4
1565;2787;0;0.7;0.6;0.75
1566;2090;0;0.3;0.15;0.8
1567;334;0;0.7;0.3;0.0
1568;2000;0;0.0;0.0;0.35
1569;2334;0;0.7;0.0;0.4
1570;1654;0;0.3;0.4;0.05
1571;3226;0;0.85;0.65;0.75
1572;788;0;0.5;0.0;0.35
1573;120;0;0.3;0.95;0.45
1574;2486;0;0.3;0.25;0.1
1575;228;0;0.15;0.6;0.15
1576;3815;0;0.7;0.9;0.15
1577;135;1;0.3;0.1;0.3
1578;1455;0;0.0;0.05;0.0
1579;3764;0;0.9;0.75;0.7
1580;1113;0;0.4;0.9;0.25
1581;2226;0;0.85;0.85;0.95
1582;2269;0;0.85;0.7;0.25
1583;4925;0;0.15;0.3;0.0
1584;4593;0;0.0;0.3;0.7
1585;1320;0;0.0;0.75;0.4
1586;380;0;0.7;0.6;0.4
1587;177;0;0.5;0.3;0.55
1588;2168;0;0.85;0.7;0.35
1589;935;0;0.45;0.05;0.35
1590;1472;1;0.95;0.25;0.85
1591;3133;0;0.7;0.7;0.7
1592;4722;0;0.95;0.8;0.7
1593;2102;1;0.85;0.8;0.6
1594;3236;1;0.3;0.45;0.9
1595;787;1;0.3;0.5;0.1
1596;988;0;0.4;0.85;0.65
1597;2914;0;0.45;0.65;0.75
1598;4690;0;0.55;0.65;0.1
1599;3043;0;0.2;0.4;0.7
1600;796;0;0.6;0.95;0.1
1601;4027;0;0.45;0.35;0.7
1602;4651;0;0.55;0.9;0.95
1603;4514;0;0.0;0.2;0.05
1604;1680;0;0.0;0.75;0.5
1605;2811;0;0.7;0.1;0.15
1606;1315;0;0.3;0.0;0.5
1607;1245;0;0.3;0.35;0.4
1608;2199;0;0.7;0.7;0.85
1609;4559;0;0.7;0.35;0.4
1610;4242;0;0.7;0.65;0.7
1611;1823;0;0.45;0.05;0.55
1612;810;0;0.5;0.2;0.15
1613;3783;1;0.85;0.8;0.35
1614;4869;0;0.7;0.05;0.3
1615;4169;0;0.3;0.75;0.95
1616;2521;0;0.0;0.35;0.4
1617;4982;0;0.0;0.2;0.05
1618;1766;0;0.7;0.95;0.95
1619;1019;0;0.0;0.05;0.5
1620;3913;0;0.0;0.15;0.25
1621;979;1;0.45;0.5;0.0
1622;1086;0;0.0;0.1;0.75
1623;2906;0;0.0;0.2;0.55
1624;1449;0;0.3;0.2;0.75
1625;2842;0;0.3;0.05;0.65
1626;1526;0;0.45;0.7;0.15
1627;819;0;0.7;0.75;0.85
1628;2981;0;0.4;0.35;0.75
1629;4251;0;0.3;0.0;0.25
1630;4851;0;0.3;0.2;0.55
1631;4197;0;0.9;0.85;0.85
1632;1447;0;0.3;0.75;0.45
1633;583;0;0.3;0.25;0.65
1634;4713;0;0.3;0.1;0.3
1635;4302;0;0.3;0.3;0.3
1636;1618;0;0.0;0.5;0.6
1637;862;0;0.45;0.8;0.95
1638;2724;0;0.15;0.7;0.7
1639;2458;0;0.5;0.7;0.95
1640;3218;0;0.3;0.0;0.55
1641;3389;0;0.15;0.1;0.0
1642;3608;0;0.7;0.0;0.4
1643;2956;0;0.0;0.4;0.8
1644;2577;0;0.95;0.7;0.8
1645;2942;0;0.0;0.15;0.15
1646;2969;0;0.6;0.45;0.0
1647;626;0;0.9;0.65;0.2
1648;372;0;0.85;0.55;0.4
1649;2582;0;0.7;0.4;0.35
1650;4853;0;0.7;0.75;0.2
1651;1127;1;0.7;0.5;0.7
1652;392;0;0.2;0.15;0.2
1653;782;0;0.0;0.0;0.2
1654;4561;0;0.5;0.0;0.0
1655;4540;0;0.3;0.5;0.45
1656;3128;0;0.3;0.0;0.15
1657;3902;0;0.7;0.55;0.7
1658;2934;0;0.15;0.8;0.7
1659;2875;0;0.0;0.45;0.35
1660;2959;0;0.55;0.15;0.75
1661;4685;1;0.15;0.45;0.1
1662;3739;0;0.9;0.9;0.85
1663;1688;0;0.0;0.1;0.75
1664;3132;0;0.5;0.25;0.6
1665;101;0;0.3;0.85;0.45
1666;1550;0;0.7;0.9;0.35
1667;1976;0;0.8;0.2;0.3
1668;4932;0;0.3;0.85;0.85
1669;4191;1;0.8;0.8;0.8
1670;2655;0;0.3;0.45;0.05
1671;2637;0;0.3;0.5;0.2
1672;2685;0;0.5;0.25;0.15
1673;2044;0;0.15;0.65;0.3
1674;4701;1;0.5;0.05;0.0
1675;4036;0;0.9;0.45;0.55
1676;1854;0;0.7;0.9;0.75
1677;4516;0;0.3;0.25;0.1
1678;475;0;0.55;0.0;0.05
1679;2470;0;0.9;0.7;0.9
1680;2522;0;0.55;0.15;0.6
1681;4620;0;0.0;0.05;0.0
1682;1399;0;0.3;0.6;0.2
1683;2999;0;0.45;0.95;0.6
1684;4468;1;0.8;0.75;0.8
1685;2167;0;0.3;0.55;0.8
1686;1331;0;0.0;0.0;0.45
1687;4806;0;0.85;0.7;0.85
1688;1133;0;0.2;0.4;0.85
1689;3011;0;0.3;0.5;0.45
1690;118;0;0.0;0.8;0.9
1691;3358;0;0.9;0.95;0.8
1692;1415;1;0.15;0.4;0.1
1693;4866;0;0.45;0.5;0.1
1694;4594;0;0.4;0.25;0.35
1695;90;0;0.0;0.7;0.25
1696;4053;0;0.5;0.35;0.15
1697;1918;0;0.7;0.8;0.15
1698;4799;0;0.8;0.85;0.9
1699;4597;0;0.7;0.1;0.15
1700;2067;0;0.8;0.8;0.8
1701;1633;0;0.55;0.55;0.55
1702;3800;0;0.0;0.15;0.0
1703;2693;0;0.0;0.0;0.05
1704;1136;0;0.15;0.0;0.05
1705;3662;1;0.7;0.9;0.25
1706;1279;0;0.3;0.65;0.25
1707;3658;0;0.7;0.15;0.45
1708;2788;0;0.15;0.5;0.75
1709;4576;0;0.7;0.7;0.25
1710;1745;0;0.2;0.05;0.4
1711;2667;0;0.2;0.1;0.25
1712;3202;0;0.15;0.15;0.55
1713;130;0;0.7;0.8;0.95
1714;1358;0;0.0;0.05;0.05
1715;2758;0;0.2;0.2;0.3
1716;3027;1;0.3;0.15;0.0
1717;1735;0;0.5;0.0;0.55
1718;2460;0;0.4;0.45;0.2
1719;3732;0;0.15;0.1;0.05
1720;4153;0;0.95;0.95;0.25
1721;525;0;0.4;0.75;0.5
1722;2104;0;0.8;0.6;0.55
1723;973;0;0.4;0.45;0.95
1724;4861;0;0.45;0.1;0.1
1725;2065;0;0.0;0.0;0.25
1726;1402;0;0.7;0.75;0.75
1727;286;0;0.0;0.15;0.45
1728;2323;0;0.15;0.0;0.55
1729;4193;0;0.15;0.7;0.4
1730;4074;0;0.5;0.55;0.55
1731;2527;0;0.0;0.4;0.4
1732;2754;0;0.3;0.35;0.15
1733;726;0;0.7;0.85;0.7
1734;2801;0;0.5;0.55;0.25
1735;2287;1;0.7;0.4;0.5
1736;2672;0;0.0;0.1;0.15
1737;4497;0;0.3;0.0;0.3
1738;495;0;0.9;0.8;0.1
1739;3950;0;0.55;0.15;0.2
1740;620;0;0.7;0.95;0.45
1741;3930;0;0.0;0.0;0.95
1742;534;0;0.0;0.3;0.45
1743;376;0;0.45;0.05;0.2
1744;675;0;0.9;0.95;0.85
1745;4998;1;0.3;0.75;0.35
1746;2233;0;0.15;0.9;0.0
1747;1454;0;0.55;0.05;0.9
1748;3523;0;0.3;0.75;0.15
1749;2161;0;0.2;0.0;0.55
1750;1319;0;0.3;0.1;0.75
1751;3884;0;0.0;0.3;0.25
1752;157;0;0.8;0.95;0.0
1753;528;0;0.0;0.2;0.45
1754;4101;0;0.3;0.7;0.05
1755;3832;0;0.3;0.55;0.45
1756;4766;0;0.0;0.15;0.55
1757;644;0;0.15;0.5;0.2
1758;2341;0;0.7;0.85;0.45
1759;3444;0;0.15;0.7;0.15
1760;805;0;0.0;0.0;0.2
1761;1837;0;0.3;0.6;0.0
1762;3124;0;0.0;0.2;0.9
1763;2854;0;0.5;0.2;0.45
1764;3839;0;0.3;0.05;0.7
1765;2260;0;0.3;0.45;0.2
1766;1844;1;0.8;0.4;0.85
1767;4742;0;0.7;0.5;0.6
1768;61;0;0.55;0.3;0.2
1769;4043;0;0.15;0.25;0.05
1770;1297;0;0.9;0.6;0.2
1771;4255;0;0.8;0.95;0.55
1772;4495;0;0.15;0.4;0.15
1773;2403;0;0.7;0.3;0.05
1774;4179;0;0.0;0.4;0.4
1775;354;1;0.9;0.8;0.0
1776;554;0;0.7;0.9;0.2
1777;3316;0;0.15;0.75;0.15
1778;4557;0;0.0;0.4;0.1
1779;3447;0;0.0;0.7;0.85
1780;523;1;0.95;0.9;0.25
1781;1119;0;0.5;0.55;0.05
1782;78;0;0.7;0.9;0.25
1783;2454;0;0.55;0.05;0.5
1784;3939;1;0.4;0.9;0.85
1785;1643;0;0.5;0.4;0.9
1786;4829;0;0.7;0.8;0.85
1787;3399;0;0.3;0.5;0.9
1788;2991;0;0.3;0.05;0.0
1789;1156;0;0.0;0.45;0.0
1790;985;0;0.95;0.95;0.75
1791;2870;0;0.0;0.15;0.75
1792;4672;0;0.7;0.6;0.2
1793;3231;0;0.0;0.1;0.15
1794;502;0;0.3;0.75;0.35
1795;77;0;0.0;0.25;0.75
1796;2488;0;0.7;0.45;0.8
1797;4761;0;0.2;0.8;0.35
1798;1543;0;0.2;0.3;0.75
1799;3169;0;0.55;0.35;0.0
1800;2196;0;0.55;0.3;0.4
1801;837;0;0.55;0.65;0.15
1802;3173;0;0.0;0.5;0.45
1803;1648;0;0.45;0.1;0.95
1804;776;0;0.0;0.6;0.55
1805;4882;0;0.9;0.6;0.15
1806;2062;0;0.0;0.0;0.1
1807;4507;0;0.4;0.45;0.35
1808;2383;0;0.3;0.5;0.95
1809;4427;1;0.9;0.0;0.05
1810;419;0;0.3;0.45;0.15
1811;453;0;0.9;0.55;0.7
1812;1104;0;0.3;0.3;0.15
1813;733;0;0.4;0.7;0.0
1814;2247;0;0.7;0.05;0.1
1815;2413;0;0.7;0.1;0.15
1816;3576;0;0.3;0.2;0.35
1817;527;0;0.3;0.6;0.8
1818;1970;0;0.0;0.0;0.05
1819;4919;0;0.3;0.55;0.65
1820;4158;1;0.2;0.25;0.3
1821;1503;0;0.0;0.95;0.45
1822;2345;0;0.15;0.5;0.25
1823;738;0;0.2;0.2;0.15
1824;2702;0;0.5;0.0;0.4
1825;921;0;0.7;0.6;0.1
1826;423;0;0.6;0.05;0.05
1827;1340;0;0.15;0.15;0.2
1828;4106;0;0.3;0.95;0.25
1829;1364;0;0.7;0.65;0.95
1830;4582;0;0.0;0.3;0.9
1831;1205;0;0.0;0.15;0.05
1832;1793;0;0.2;0.95;0.15
1833;1623;1;0.0;0.75;0.25
1834;3085;0;0.6;0.9;0.55
1835;876;1;0.45;0.75;0.5
1836;660;0;0.3;0.0;0.4
1837;1730;0;0.7;0.6;0.4
1838;1395;0;0.0;0.8;0.05
1839;4821;0;0.55;0.6;0.85
1840;2943;0;0.15;0.0;0.85
1841;3829;0;0.7;0.55;0.55
1842;4141;0;0.0;0.9;0.7
1843;2032;1;0.3;0.15;0.8
1844;3017;0;0.4;0.6;0.0
1845;83;0;0.0;0.5;0.7
1846;622;0;0.9;0.6;0.6
1847;4003;0;0.95;0.9;0.95
1848;3634;0;0.7;0.75;0.25
1849;4219;0;0.2;0.7;0.25
1850;250;0;0.55;0.45;0.95
1851;3251;0;0.7;0.7;0.05
1852;3611;0;0.2;0.1;0.3
1853;1383;0;0.8;0.5;0.85
1854;1896;0;0.5;0.6;0.25
1855;473;0;0.0;0.1;0.75
1856;1025;0;0.9;0.9;0.5
1857;4386;0;0.45;0.75;0.3
1858;4278;0;0.85;0.9;0.1
1859;4899;0;0.15;0.3;0.4
1860;2689;0;0.9;0.5;0.05
1861;4323;0;0.7;0.95;0.55
1862;4037;0;0.2;0.25;0.3
1863;1161;0;0.2;0.65;0.55
1864;2755;1;0.7;0.5;0.25
1865;4165;0;0.95;0.4;0.75
1866;4108;0;0.2;0.8;0.0
1867;4338;0;0.7;0.95;0.95
1868;4827;0;0.6;0.15;0.45
1869;3546;0;0.45;0.85;0.3
1870;3374;0;0.3;0.9;0.1
1871;353;0;0.8;0.7;0.95
1872;4128;0;0.0;0.65;0.7
1873;940;1;0.15;0.5;0.0
1874;2176;0;0.5;0.1;0.05
1875;2376;0;0.0;0.15;0.7
1876;841;0;0.8;0.7;0.0
1877;4439;0;0.0;0.2;0.1
1878;2040;1;0.45;0.1;0.6
1879;3655;0;0.4;0.6;0.0
1880;2855;0;0.7;0.85;0.85
1881;2573;0;0.7;0.8;0.2
1882;1158;0;0.3;0.45;0.05
1883;2503;0;0.55;0.2;0.55
1884;4451;0;0.2;0.45;0.35
1885;4689;1;0.0;0.1;0.05
1886;479;0;0.85;0.5;0.95
1887;4801;0;0.0;0.35;0.4
1888;3120;0;0.3;0.0;0.65
1889;4905;0;0.95;0.9;0.4
1890;2125;0;0.5;0.25;0.1
1891;4980;0;0.7;0.45;0.05
1892;619;0;0.0;0.1;0.05
1893;2441;0;0.7;0.35;0.85
1894;4735;0;0.0;0.1;0.25
1895;4326;0;0.4;0.0;0.3
1896;1121;0;0.45;0.75;0.15
1897;2041;0;0.7;0.8;0.4
1898;835;0;0.0;0.75;0.0
1899;4021;0;0.55;0.45;0.1
1900;2489;0;0.0;0.1;0.05
1901;218;0;0.15;0.1;0.7
1902;2905;0;0.0;0.6;0.05
1903;3683;0;0.7;0.95;0.85
1904;640;1;0.95;0.55;0.5
1905;340;0;0.7;0.0;0.0
1906;2549;1;0.0;0.65;0.7
1907;10;0;0.6;0.05;0.45
1908;1426;0;0.95;0.85;0.7
1909;530;0;0.7;0.65;0.3
1910;1463;0;0.2;0.4;0.45
1911;793;0;0.4;0.45;0.55
1912;1624;0;0.95;0.4;0.35
1913;1004;0;0.0;0.0;0.25
1914;1864;1;0.8;0.85;0.5
1915;4959;0;0.4;0.15;0.1
1916;4457;0;0.45;0.2;0.0
1917;3099;0;0.6;0.35;0.95
1918;1262;0;0.8;0.6;0.7
1919;3513;0;0.4;0.5;0.95
1920;156;0;0.7;0.25;0.7
1921;4198;0;0.0;0.55;0.15
1922;4430;0;0.55;0.55;0.6
1923;31;0;0.3;0.95;0.0
1924;3195;0;0.2;0.55;0.6
1925;1860;0;0.7;0.0;0.8
1926;4309;0;0.55;0.1;0.9
1927;3066;0;0.15;0.45;0.85
1928;3105;0;0.7;0.5;0.05
1929;797;0;0.4;0.05;0.5
1930;1621;0;0.7;0.55;0.5
1931;2136;0;0.85;0.9;0.45
1932;3880;0;0.0;0.05;0.45
1933;268;0;0.0;0.75;0.1
1934;187;0;0.0;0.9;0.0
1935;1379;0;0.0;0.9;0.65
1936;3960;0;0.0;0.0;0.6
1937;4224;0;0.5;0.2;0.5
1938;2744;0;0.55;0.4;0.7
1939;770;0;0.4;0.05;0.35
1940;3963;0;0.0;0.65;0.7
1941;2391;0;0.7;0.8;0.3
1942;2103;0;0.3;0.6;0.9
1943;986;0;0.4;0.95;0.65
1944;879;0;0.3;0.55;0.0
1945;2319;0;0.95;0.8;0.95
1946;2172;1;0.15;0.1;0.5
1947;2163;0;0.7;0.9;0.3
1948;4336;0;0.15;0.05;0.2
1949;3327;0;0.0;0.45;0.05
1950;463;0;0.8;0.75;0.75
1951;4367;0;0.5;0.25;0.1
1952;2703;0;0.8;0.6;0.2
1953;1490;0;0.0;0.2;0.0
1954;1689;1;0.4;0.7;0.05
1955;4257;0;0.2;0.05;0.05
1956;3436;0;0.3;0.0;0.45
1957;745;0;0.0;0.15;0.05
1958;2169;0;0.0;0.05;0.75
1959;2450;0;0.2;0.45;0.45
1960;2859;0;0.9;0.65;0.95
1961;1573;0;0.4;0.1;0.8
1962;3601;0;0.4;0.05;0.65
1963;3109;0;0.7;0.6;0.65
1964;4563;0;0.3;0.1;0.0
1965;4813;0;0.3;0.9;0.3
1966;3633;0;0.95;0.3;0.95
1967;751;0;0.3;0.15;0.35
1968;1062;0;0.9;0.55;0.35
1969;3463;0;0.4;0.7;0.0
1970;3221;0;0.7;0.05;0.45
1971;4720;0;0.4;0.35;0.45
1972;4486;0;0.0;0.9;0.6
1973;107;1;0.3;0.7;0.65
1974;3507;0;0.7;0.65;0.45
1975;3117;0;0.3;0.0;0.65
1976;1482;0;0.0;0.25;0.1
1977;4040;0;0.4;0.55;0.4
1978;3306;1;0.45;0.2;0.55
1979;1197;0;0.3;0.25;0.2
1980;1926;0;0.45;0.3;0.05
1981;2586;0;0.2;0.0;0.25
1982;2300;0;0.0;0.15;0.1
1983;2633;0;0.9;0.45;0.95
1984;1353;0;0.0;0.9;0.7
1985;3255;1;0.85;0.35;0.95
1986;718;0;0.15;0.35;0.4
1987;1253;0;0.3;0.7;0.2
1988;1619;0;0.0;0.1;0.65
1989;4414;0;0.3;0.3;0.15
1990;2625;0;0.0;0.85;0.45
1991;1100;1;0.8;0.8;0.05
1992;3115;0;0.0;0.4;0.25
1993;4449;0;0.3;0.45;0.6
1994;4085;0;0.7;0.75;0.95
1995;818;0;0.0;0.05;0.05
1996;47;0;0.7;0.1;0.2
1997;1071;0;0.4;0.0;0.6
1998;4815;0;0.0;0.1;0.0
1999;4076;0;0.5;0.7;0.7
2000;3004;0;0.0;0.75;0.4
2001;4661;0;0.0;0.35;0.95
2002;3952;0;0.55;0.55;0.15
2003;752;0;0.85;0.0;0.1
2004;3500;0;0.9;0.75;0.2
2005;1778;0;0.0;0.3;0.15
2006;2079;0;0.5;0.05;0.3
2007;3796;0;0.55;0.35;0.2
2008;2858;1;0.7;0.9;0.15
2009;2222;0;0.8;0.7;0.9
2010;4465;0;0.55;0.25;0.6
2011;541;0;0.7;0.25;0.05
2012;3310;0;0.0;0.2;0.05
2013;3274;1;0.3;0.0;0.45
2014;3392;0;0.5;0.2;0.0
2015;2804;0;0.0;0.2;0.1
2016;4407;0;0.95;0.7;0.3
2017;262;0;0.5;0.3;0.0
2018;3733;0;0.6;0.7;0.05
2019;3624;0;0.7;0.0;0.3
2020;2189;0;0.2;0.55;0.2
2021;2314;0;0.6;0.25;0.85
2022;1915;0;0.5;0.05;0.75
2023;4406;0;0.7;0.1;0.85
2024;2465;1;0.7;0.7;0.8
2025;4686;0;0.4;0.15;0.55
2026;3678;0;0.6;0.6;0.7
2027;95;0;0.0;0.7;0.2
2028;4880;0;0.0;0.6;0.1
2029;4758;1;0.7;0.35;0.75
2030;4583;0;0.3;0.45;0.5
2031;1681;0;0.3;0.0;0.95
2032;2100;0;0.9;0.85;0.95
2033;1940;0;0.55;0.15;0.0
2034;3477;0;0.3;0.55;0.45
2035;4125;0;0.45;0.7;0.3
2036;67;0;0.15;0.6;0.6
2037;1066;0;0.0;0.3;0.15
2038;1765;0;0.7;0.6;0.25
2039;1786;1;0.4;0.8;0.95
2040;478;0;0.85;0.6;0.9
2041;4734;0;0.3;0.15;0.5
2042;616;0;0.9;0.85;0.75
2043;406;1;0.7;0.7;0.5
2044;3501;1;0.95;0.7;0.75
2045;1878;0;0.8;0.75;0.7
2046;121;0;0.0;0.1;0.1
2047;1682;0;0.8;0.3;0.8
2048;260;1;0.15;0.05;0.05
2049;2658;0;0.2;0.5;0.55
2050;3869;0;0.0;0.2;0.3
2051;2243;0;0.2;0.7;0.65
2052;1022;0;0.0;0.0;0.6
2053;3916;0;0.95;0.85;0.75
2054;3095;0;0.5;0.15;0.2
2055;1747;0;0.6;0.1;0.2
2056;1118;0;0.15;0.4;0.9
2057;4520;1;0.3;0.0;0.5
2058;4446;0;0.4;0.75;0.35
2059;2406;0;0.0;0.85;0.8
2060;2402;0;0.4;0.1;0.85
2061;4845;0;0.45;0.75;0.75
2062;2230;1;0.55;0.75;0.35
2063;277;0;0.7;0.9;0.0
2064;3413;0;0.45;0.0;0.05
2065;3092;0;0.45;0.6;0.95
2066;2141;0;0.95;0.9;0.85
2067;257;0;0.7;0.7;0.45
2068;3614;1;0.2;0.35;0.6
2069;696;0;0.7;0.25;0.25
2070;3807;0;0.3;0.8;0.6
2071;469;0;0.2;0.05;0.0
2072;558;1;0.95;0.9;0.6
2073;2660;0;0.8;0.8;0.8
2074;2790;0;0.5;0.55;0.85
2075;1727;0;0.95;0.9;0.0
2076;812;0;0.85;0.6;0.65
2077;974;0;0.3;0.25;0.45
2078;3650;0;0.9;0.9;0.9
2079;292;0;0.9;0.45;0.95
2080;4194;0;0.7;0.1;0.9
2081;4723;0;0.0;0.15;0.3
2082;3060;1;0.3;0.2;0.3
2083;2207;0;0.3;0.6;0.7
2084;4086;0;0.55;0.05;0.1
2085;2274;0;0.3;0.3;0.35
2086;3335;1;0.7;0.9;0.15
2087;4184;0;0.45;0.7;0.75
2088;1374;0;0.0;0.75;0.05
2089;2590;1;0.9;0.8;0.9
2090;1872;0;0.9;0.05;0.95
2091;4704;0;0.5;0.45;0.25
2092;3583;0;0.7;0.1;0.5
2093;1782;0;0.7;0.85;0.5
2094;415;0;0.15;0.25;0.85
2095;4234;0;0.0;0.1;0.05
2096;1942;0;0.0;0.05;0.95
2097;2620;0;0.0;0.5;0.1
2098;3086;0;0.2;0.75;0.85
2099;88;0;0.9;0.3;0.15
2100;4765;0;0.3;0.55;0.0
2101;4034;1;0.5;0.95;0.05
2102;166;0;0.0;0.55;0.9
2103;2962;0;0.4;0.0;0.35
2104;687;1;0.6;0.85;0.25
2105;4643;0;0.2;0.1;0.2
2106;2717;0;0.3;0.35;0.3
2107;3428;0;0.0;0.4;0.0
2108;1897;0;0.3;0.45;0.05
2109;4365;0;0.3;0.0;0.15
2110;3890;0;0.0;0.1;0.45
2111;4518;0;0.0;0.05;0.4
2112;4527;0;0.2;0.2;0.35
2113;4454;0;0.9;0.5;0.25
2114;3246;0;0.0;0.35;0.95
2115;4709;0;0.7;0.3;0.0
2116;4691;0;0.45;0.0;0.35
2117;3149;0;0.45;0.25;0.0
2118;1222;0;0.7;0.85;0.4
2119;2695;0;0.9;0.0;0.75
2120;2712;1;0.3;0.7;0.15
2121;3935;0;0.0;0.15;0.8
2122;802;1;0.8;0.85;0.5
2123;2046;0;0.15;0.25;0.15
2124;3646;0;0.5;0.0;0.35
2125;1313;0;0.0;0.3;0.15
2126;2115;0;0.9;0.9;0.75
2127;1639;0;0.2;0.4;0.4
2128;4104;0;0.15;0.35;0.0
2129;2756;0;0.6;0.1;0.2
2130;1858;0;0.0;0.05;0.75
2131;54;0;0.3;0.55;0.6
2132;4875;0;0.0;0.75;0.8
2133;3102;0;0.4;0.15;0.45
2134;1519;0;0.7;0.1;0.9
2135;2138;0;0.0;0.05;0.35
2136;2337;0;0.0;0.35;0.8
2137;627;0;0.7;0.0;0.0
2138;1322;0;0.0;0.05;0.15
2139;1964;1;0.45;0.4;0.05
2140;4088;0;0.2;0.55;0.1
2141;2500;0;0.3;0.4;0.5
2142;851;0;0.3;0.8;0.6
2143;4290;0;0.0;0.1;0.65
2144;1787;1;0.8;0.9;0.8
2145;4265;0;0.7;0.75;0.95
2146;1344;1;0.3;0.45;0.65
2147;2944;0;0.0;0.25;0.25
2148;4569;0;0.3;0.3;0.2
2149;1531;0;0.3;0.3;0.7
2150;2873;0;0.0;0.25;0.05
2151;2546;0;0.95;0.65;0.6
2152;4196;0;0.3;0.05;0.1
2153;4883;0;0.15;0.2;0.25
2154;127;0;0.0;0.95;0.45
2155;3222;0;0.3;0.85;0.15
2156;3994;0;0.0;0.15;0.9
2157;2525;0;0.3;0.05;0.55
2158;4671;1;0.85;0.35;0.3
2159;3598;0;0.55;0.95;0.8
2160;3842;0;0.15;0.15;0.0
2161;2429;0;0.0;0.75;0.25
2162;3032;0;0.0;0.05;0.15
2163;2510;0;0.5;0.1;0.9
2164;438;0;0.2;0.0;0.0
2165;1523;0;0.4;0.4;0.9
2166;1721;0;0.0;0.4;0.05
